;Unnamed: 0;Unnamed: 0.1;datum;url;sentiment;discussielengte;views;auteur;GPS breedtegraad;GPS lengtegraad;bericht tekst;likes count;datum utc;hashtags
1775;1775;9582;2017-12-29 15:41;https://instagram.com/p/BdSjTRDDxRN/;+;0.0;90.0;ghis.arts;;;The best of 2017...        ;90.0;2017-12-29 14:41:28;['2017', 'thankful', 'bloblo', 'korsou', 'streetpainting', 'arnhem', 'lizard', '3D']
1776;1776;9583;2017-11-01 19:07;https://instagram.com/p/Ba9k0y1gBEJ/;-;0.0;35.0;politie_alvi;;; @wijkagentdenhartog  Vanavond bij een seniorencomplex enveloppen verspreid met daarin info omtrent babbeltrucs en financiële uitbuiting.       ;35.0;2017-11-01 18:07:57;['Repost', 'senioren', 'voorlichting', 'babbeltrucs', 'oplichting', 'ddo', 'gorinchem']
1777;1777;9584;2017-05-16 05:18;https://instagram.com/p/BUI0qJsDSXn/;0;37.0;395.0;absolutabjj;;;Mahamed Aly @alybjj mandou muito bem ao explanar e dar voz ao sentimento de muitas seguidoras que procuraram os grupos de WhatsApp para comentarem sobre vídeos postados em algumas páginas que mostravam mulheres com biquíni ou com roupas muito curtinhas fazendo drills. Historicamente quem esta no jiu jitsu e faz parte dele, vivienciou e ainda pode observar a evolução e todas as conquistas das mulheres no esporte. Por isso vamos agregar, somar e mostrar com toda honra e toda glória o nosso esporte, mas principalmente com muito respeito pelas mulheres. A Absoluta apoia. Oss. . . . .                            ;395.0;2017-05-16 03:18:11;['absolutabjj', 'absolutashop', 'absolutabjjeusou', 'jiujitsu', 'bjj', 'bjj4life', 'bjjlifestyle', 'judo', 'wrestiling', 'grapping', 'gi', 'nogi', 'bjjgirls', 'wmma', 'roupasdetreino', 'rashgard', 'judo', 'bjj4life', 'girls', 'mma', 'artesuave', 'martialarts', 'brazilianjiujitsu', 'bjjgirls', 'absoluta', 'sejaabsoluta', 'autoestima']
1778;1778;9585;2017-08-18 22:09;https://instagram.com/p/BX8rFyolu32/;0;0.0;23.0;vitaalleeuw;52.09;4.39;De flyers verzorgd door Hardlopen Voorburg en mede mogelijk gemaakt door Sport2000 en Vlietwensen, zijn klaar.  We gaan ze binnenkort verspreiden.  Deel dit bericht of laat weten of je er één of een aantal wilt ontvangen.         ;23.0;2017-08-18 20:09:16;['hardlopen', 'voorburg', 'sport2000', 'vlietwensen', 'sport', 'gezond', 'bewegen', 'buitenspelen']
1779;1779;9586;2017-11-19 20:26;https://instagram.com/p/BbsEFx-HgS-/;0;2.0;16.0;yksi_eindhoven;51.446831;5.4580699999999975;Stichting Zilver-Werk, te zien bij Yksi Expo, wil een antwoord geven op de veranderende wensen en behoeftes van ouderen. Dit doen ze door het initiëren en ondersteunen van bijzondere kunst- en cultuur projecten waarbij een belangrijke rol is weggelegd voor kunstenaars en social design ontwerpers. Uitgangspunt en middelpunt zijn de ouderen maar ze zoeken binnen de projecten ook nadrukkelijk naar de verbinding van de verschillende generaties.      ;16.0;2017-11-19 19:26:13;['yksiexpo', 'strijps', 'socialdesign', 'ouderenzorg', 'fooddesign']
1780;1780;9588;2018-01-01 11:00;https://instagram.com/p/BdZxjZth_yj/;+;6.0;133.0;hoogvlieger.eu;52.197399;5.4123;Happy New Year                        ;133.0;2018-01-01 10:00:41;['2018', 'bestwishes', 'happy2018', 'happynewyear', 'enjoying', 'Instagram', 'goodwishes', 'allthebest', 'insta2018', 'yearchange', 'goodyear', 'happyholidays', 'besttime', 'goodlife', 'instagood', 'instamood', 'boyfriend', 'Amersfoort', 'Vathorst', 'instagay', 'gayboys', 'gays', 'gaycouple', 'dutchgay']
1781;1781;9589;2017-04-12 18:16;https://instagram.com/p/BSyqs3rAG3h/;+;1.0;16.0;disjenmgn;51.833302;5.86667;WOWWWwwww....Het is werkelijk om van te smullen, simpel en goedkoop en  ongelofelijk lekker !!!! Verse , zoete aardappel en maiskolf allemaal vd  in .     ;16.0;2017-04-12 16:16:30;['makreel', 'markt', 'Hatert', 'bbq', 'bge', 'kamado', 'roken', 'barbeque']
1782;1782;9590;2018-03-27 23:49;https://instagram.com/p/Bg16PAqB9nF/;0;0.0;25.0;flitzerfotografeertgratis;51.264198;5.72821;                            ;25.0;2018-03-27 21:49:28;['adultsmashcake', 'cakesmash', 'cakesmashsession', 'feestfotograaf', 'party', 'feestshoot', 'party', 'partyshoot', 'studio', 'photography', 'photographer', 'weert', 'limburg', 'personeelsfeest', 'personeelsfeestje', 'creatief', 'gekkigheid', 'anders', 'fun', 'lachen', 'familytime', 'familie', 'familiefoto', 'taart', 'cake', 'smash', 'flitzer', 'flitzerfotograaf']
1783;1783;9591;2018-08-31 15:41;https://instagram.com/p/BnJTJHqnCUQ/;+;2.0;128.0;avanshogeschool;51.580898;4.83568;Gisteravond was het tijd voor dansjes bij @hbointrobr festival Breda Volgende week @hbointrodb festival Den Bosch       :@jobdebeer;128.0;2018-08-31 13:41:03;['feestje', 'dansjes', 'hbointro', 'festival', 'avans']
1784;1784;9593;2017-01-17 11:30;https://instagram.com/p/BPXLkLMAAux/;+;3.0;78.0;fooddock;52.24593;6.16899;Morgen is ze er weer: DelicaTessa! Geniet van verse groenten in heerlijke variaties!            ;78.0;2017-01-17 10:30:45;['fooddock', 'havenkwartier', 'delicatessa', 'groenten', 'food', 'foodie', 'eten', 'foodlover', 'deventer', 'lunch', 'mooiemaaltijdendeelje', 'zwartesilo']
1785;1785;9595;2017-11-04 15:26;https://instagram.com/p/BbE50sKH5_q/;0;5.0;55.0;melk.is.lekker.fris;;;Satoe saturday session       -day  @kobrapaintnl;55.0;2017-11-04 14:26:07;['Satoe', 'Milfs', 'Kobra', 'Funkycolors', 'Graffitiart', 'Graffitiporn', 'Happyb', 'Boxtel']
1786;1786;9596;2017-12-22 22:21;https://instagram.com/p/BdBPiX9gb4D/;+;0.0;47.0;dutch_firefighters;;;De hoogwerker van brandweer scheveningen. Roepnummer 15-7150 Dankjewel @dannymulder16 voor de mooie foto    ;47.0;2017-12-22 21:21:41;['brandweerscheveningen', 'brandweer', 'feuerwehr']
1787;1787;9597;2017-08-06 11:29;https://instagram.com/p/BXcoVSXFJ-a/;0;1.0;4.0;niewieslive;;;TRUCKFESTIJN DIEPENHEIM Vandaag zullen we 't dak der af rocken!! in diepenheim   🤘   ;4.0;2017-08-06 09:29:29;['diepenheim', 'truckfestijndiepenheim', 'muziek', 'rockendroll']
1788;1788;9598;2018-02-11 23:08;https://instagram.com/p/BfEpdb1BiUU/;+;2.0;18.0;sent.by;52.15435;5.38796;Nieuwe retro print jurk en gave vest zijn nu in onze shop verkrijgbaar. Kom jij ook langs om deze leuke set te proberen?? Tot snel      @loomlacelifestyle @sent.by;18.0;2018-02-11 22:08:42;['newcollection', 'retro', 'fashion', 'amersfoort', 'boutique']
1789;1789;9599;2017-12-06 11:16;https://instagram.com/p/BcW2rLoBtCK/;0;1.0;38.0;hibakushaband;52.229382;5.17804;First show for 2018 announced! The 12th of January we will head to Hilversum for our first of the year with @3rdmachine_official and @inferumofficial ! Be there for your new years moshes!      @johnvanderzee;38.0;2017-12-06 10:16:20;['hibakusha', 'dutchmetal', 'krachtstroom', 'devorstin', 'hilversum']
1790;1790;9600;2018-06-30 09:42;https://instagram.com/p/BkpA354Aywx/;0;2.0;30.0;plaatjevankaatje;53.06666600000001;4.8;'On the way' Waal en Burgerdijk -Texel (Geen filter / No filter)               ;30.0;2018-06-30 07:42:56;['texel', 'texelmomentje', 'texelnu', 'texelpics', 'waddeneilandtexel', 'texelnatuur', 'tijdvoortexel', 'mooitexel', 'texelnature', 'wadfoto', 'landschap', 'landschapsfotografie']
1791;1791;9601;2017-09-05 21:39;https://instagram.com/p/BYq98RiAC53/;+;0.0;17.0;svengieling1985;;;     ;17.0;2017-09-05 19:39:04;['hapjeeten', 'dinsdag', 'Doetinchem', 'familie', 'schnitzel', 'prima']
1792;1792;9603;2017-05-13 10:04;https://instagram.com/p/BUBnC7BjUmB/;+;1.0;33.0;kaars_schoenenhuis_reeuwijk;;;Vandaag wordt er op het winkelcentrum mooie bossen rozen uitgedeeld. Op=Op En kun je kans maken op een weekend cabrio rijden.     ;33.0;2017-05-13 08:04:33;['winkelcentrummiereakker', 'wineenweekendcabriorijden', 'reeuwijk', 'gratisbosjerozen', 'moederdag']
1793;1793;9604;2017-03-13 22:17;https://instagram.com/p/BRl9TriDhe9/;+;7.0;62.0;daamiengeurten;;;                                @twinnystar  ;62.0;2017-03-13 21:17:33;['1ov3', '1oV3', '4life', 'weareone', 'weareonefamily', 'bezoekdenbosch', 'stadswallen', 'kanon', 'denbosch', 'shertogenbosch', 'swiss', 'holland', 'fashionlook', 'lookfashion', 'fashions', 'carfashion', 'canon', 'canonfashion', 'thewall', 'protection', 'protecther', 'onelove', 'skinhead', 'weare1']
1794;1794;9605;2017-12-02 21:17;https://instagram.com/p/BcNoWE5DymD/;0;1.0;5.0;modernbodystudio;51.504329999999996;3.6256;Upgrade  blue opal 3mm bezel    studio Angie @neometaljewelry   ;5.0;2017-12-02 20:17:57;['neometal', 'helix', 'piercing', 'tattoo', 'middelburg', 'zeeland', 'netherlands']
1795;1795;9606;2017-10-23 11:40;https://instagram.com/p/Balfpw9DcU7/;+;1.0;23.0;bakkerkortewegdordrecht;;;Thuis bij de bakker, nog één stukje gevuld Speculaastaart over van het weekend. De verleiding is erg groot .      ;23.0;2017-10-23 09:40:59;['gewoondoen', 'herfst', 'koffiedrinken', 'bijdebakker', 'dordrecht', 'gevuldespeculaastaart']
1796;1796;9607;2018-03-16 00:02;https://instagram.com/p/BgXJDESHoXy/;+;0.0;7.0;dwg.laarbeek;51.516102000000004;5.6208;"Beter dan Wim Daniels hadden wij het zelf niet kunnen zeggen. Mooie uitleg van ""Gewoon Doen!"" Vanavond op tv bij   ";7.0;2018-03-15 23:02:27;['Pauw', 'gr18', 'Laarbeek']
1797;1797;9608;2017-10-02 18:40;https://instagram.com/p/BZwK81mHaie/;0;0.0;43.0;willemijnmay;;;= L A S T / N I G H T = Yes, just yes.       ;43.0;2017-10-02 16:40:20;['lastnight', 'ladyantebellum', 'music', 'concert', 'afaslive', 'amsterdam', 'youlookgoodworldtour']
1798;1798;9609;2018-01-02 17:31;https://instagram.com/p/BddDBsbFXUh/;+;2.0;50.0;eloasiszutphen;52.137589;6.20102;NIEUW IN ONS ASSORTIMENT!  Mooie kasten, tv meubels en tafels gemaakt van massief sheesam of mango hout. Typisch aan de sheesam hout soort is de vlamtekeningen met wisselende kleurschakeringen. Bekijk al onze nieuwe producten op de webshop: https://www.el-oasis.nl/141-meubels                          ;50.0;2018-01-02 16:31:06;['eloasiszutphen', 'leveninzutphen', 'inzutphen', 'zutphen', 'zutphencity', 'gelderland', 'morocco', 'india', '1001nights', 'ambiance', 'warm', 'new', 'interior', 'interiorstylist', 'interiordesign', 'home', 'house', 'closet', 'tvcabinet', 'table', 'tables', '2018', 'winter', 'spring', 'summer']
1799;1799;9610;2017-09-01 08:25;https://instagram.com/p/BYfP7QSFZPZ/;0;5.0;109.0;papermoonfactory;;;So this is really a while back . This photo of me is  taken at art school in 1989.  I'm working on my graduation assignment here. I should have known back then, that illustration alone wouldn't be enough for me. I had two 3D projects that last year. The enormous paintings in the background are also part of it. Nothing has changed and jet everything has changed.                                  ;109.0;2017-09-01 06:25:19;['throwbackfriday', 'artschool', 'throwbackfriday', 'visuelcommunication', 'kunstakademie', 'denbosch', 'papermache', 'model', 'student', '3d', 'makersgonnamake', 'cartapesta', 'livethelittlethings', 'craftastherapy', 'makerlife', 'creativityfound', 'handmadeisbetter', 'madeitmyself', 'instaartist', 'recycle', 'nothingisordinary', 'handmadeart', 'seeksthesimplicity', 'theartofslowliving', 'photooftheday', 'etsyhandmade', 'etsyart', 'etsyshopowner', 'artobject', 'liveauthentic']
1800;1800;9611;2018-01-09 01:19;https://instagram.com/p/BdtVbtDAeMV/;0;0.0;76.0;budsallday18;43.64344000000001;-79.37895999999998;Warm-up                                ;76.0;2018-01-09 00:19:47;['mapleleafs', 'austonmatthews', 'mapleleafnation', 'seaofblue', 'leafshockey', 'nhlleafshockey', 'nhlleafs', 'leafsnhl', 'frederikandersen', 'austonmatthews', 'williamnylander', 'mitchmarner', 'tylerbozak', 'sidneycrosby', 'alexovechkin', 'stevenstamkos', 'jonathantoews', 'patrickmarleau', 'penguins', 'lightnight', 'capitals', 'blues', 'sharks', 'ducks', 'goldenknights', 'predators', 'flyers', 'nolanpatrick', 'patricklaine', 'nhl', 'hockey']
1801;1801;9612;2017-08-19 17:51;https://instagram.com/p/BX-yXtzHd0d/;+;1.0;22.0;sizzlingdeluxe;52.369831;5.21773;Ben jij ook zo gek op vis? Dan moet je deze Sizzling Deluxe Special geproefd hebben! Mixed Fish Dish, maar liefst 450gr. topkwaliteit vis!  Reserveren? Bel 036-7370347!             ;22.0;2017-08-19 15:51:22;['mixed', 'fish', 'dish', 'sizzlingdeluxe', 'almere', 'steakhouse', 'grill', 'dorade', 'victoria', 'calamaris', 'teriyaki', 'nomnomnom']
1802;1802;9613;2017-03-14 17:53;https://instagram.com/p/BRoD2HogJrQ/;0;8.0;138.0;ashramcollegenieuwkoop;52.149559;4.77451;'als ik hoger dan een acht haal, trakteer ik'       ;138.0;2017-03-14 16:53:10;['goedplan', 'taart', 'wiskunde', 'uitdelen', 'leuksteschool', 'ashramcollege', 'nieuwkoop']
1803;1803;9614;2017-06-30 17:49;https://instagram.com/p/BV-CaArF7mr/;0;2.0;33.0;bar.ber_art.is.t_87jd;;;  !;33.0;2017-06-30 15:49:28;['efteling', 'debaron']
1804;1804;9615;2017-11-21 21:47;https://instagram.com/p/BbxW7QxjwiP/;0;2.0;18.0;donnalabradorgundog;;;With my friend  Nobi in        ;18.0;2017-11-21 20:47:00;['briard', 'haamstede', 'zeeland', 'lovelabrador', 'labradorretriever', 'gundog', 'labradorlove', 'labradordaily', 'labinstagram']
1805;1805;9616;2018-03-26 16:40;https://instagram.com/p/BgykWmnHq59/;+;1.0;60.0;miriamphoto_s;;;"SHE  HAD TO KNEEL DOWN TO EAT AND THEN SHE WATCHED ME , LIKE SHE WAS SAYING "" WHAT ARE YOU LOOKING AT ? "" I FEEL SO MUCH LOVE AND RESPECT FOR THIS SHEEP , SEEMS SO KIND AND LOVING AT TEXEL , THE NETHERLANDS                      ";60.0;2018-03-26 14:40:33;['thenetherlands', 'alkmaar', 'amsterdam', 'texel', 'texelpics', 'miriamphoto', 'dutchphotographer', 'picoftheday', 'innerpeace', 'nature', 'naturelover', 'zenmaster', 'bliss', 'sheep', 'eating', 'grass', 'love', 'respect', 'gratitudeattitude', 'happiness', 'dowhatyoulove', 'oogvoornoordholland', 'dernederlanden', 'panasoniclumix']
1806;1806;9617;2018-02-07 23:48;https://instagram.com/p/Be6ayBSjuNZ/;0;0.0;42.0;michael_b14;51.916698;4.5;When the sun is going down. | a6000 | f/22.0 | 1/320 | ISO 1600 | 210 mm | . . . . .                             ;42.0;2018-02-07 22:48:02;['sunset', 'sunsets', 'sun', 'sunny', 'rotterdam', 'netherlands', 'sonya6000', 'trees', 'tree', 'silouette', 'colorful', 'a6000', 'sonyalpha', '55210mm', 'photographer', 'instaphoto', 'photooftheday', 'photogrid', 'instagood', 'instagram', 'instapic', 'photos', 'picture', 'picoftheday', 'fotooftheday', 'fotos', 'foto', 'instamoment', 'instamemory']
1807;1807;9618;2017-08-07 20:39;https://instagram.com/p/BXgMCkHgRWZ/;0;0.0;18.0;willempje;52.653801;4.7417300000000004;Zonnebloem naast de kas groeit stevig door!   ;18.0;2017-08-07 18:39:13;['moestuin', 'atvderekere', 'alkmaar']
1808;1808;9619;2018-02-08 14:09;https://instagram.com/p/Be79Z0SAYzA/;0;2.0;68.0;thegreenhouseeffect_amsterdam;;;Any special plans for today??                                 ;68.0;2018-02-08 13:09:49;['greenhouseeffect', 'cannabisartamsterdam', 'highlife', 'weedporn', 'sativa', 'amsterdamweed', 'cannabisartamsterdam', '420', 'kush', 'haze', 'iamsterdam', 'amsterdam', 'coffeeshop', 'greenhousespecial', 'experienceamsterdam', 'tasteofamsterdam', 'amsterdamplaces', 'amsterdamhotspots', 'weed', 'joint', 'spliff', 'Marijuana', 'THC', 'weedlife', '420', 'weedstagram', 'smokeweedeveryday', 'ganja', 'cannabis', 'coffeeshopsofamsterdam']
1809;1809;9620;2017-06-02 20:48;https://instagram.com/p/BU2Ql8aleiR/;0;0.0;15.0;key2nails;52.506641;5.47751;                          ;15.0;2017-06-02 18:48:06;['key2nails', 'crystalnailsflevoland', 'Nextdoor', 'Nagelsalon', 'Acrylnagels', 'Gordiaan', 'nagelstyliste', 'gellak', 'manicure', 'gelnagels', 'nailart', 'additives', 'mirrorpowder', 'airbrush', 'nagels', 'gelnagellak', 'crystalnailsprosalon', 'onestep', 'stampingart', 'mermaidpowder', 'Tigereye', 'crystallakprosalon', 'trots', 'prosalon', 'glitter', 'beauty', 'nagellak']
1810;1810;9621;2017-10-20 20:09;https://instagram.com/p/BaergyXBykA/;+;5.0;90.0;debbiewijskamp;51.986629;5.9164900000000005;"Oktobervest // Zaterdag 21 Oktober @debbiewijskamp is samen met andere shops en studio's in @modekwartierarnhem tijdens dit gezellige herfstige evenement geopend van 10:00-18:00!  Schrijf je nu en morgen in voor één van de volgende workshops ""Objecten Customizen Met Papier Pulp"" en ontvang €10,- korting!! Tot morgen! :) . . .                   ";90.0;2017-10-20 18:09:55;['oktobervest', 'evenement', 'modekwartierarnhem', 'arnhem', 'gelderland', 'nederland', 'studio', 'shop', 'atelier', 'debbiewijskamp', 'workshop', 'korting', 'objecten', 'customizen', 'papierpulp', 'gerecycled', 'papier', 'papierkunst', 'handgemaakt']
1811;1811;9622;2018-01-16 18:13;https://instagram.com/p/BeBK-uBFDNY/;0;4.0;111.0;lauressabroos;52.3731;4.8922;LOVEstories                    ;111.0;2018-01-16 17:13:15;['amsterdam', 'fashion', 'lovestories', 'openingsoon', 'daily', 'ootd', 'ootdmagazine', 'zara', 'design', 'citystreets', 'damsko', 'amfi', 'night', 'show', 'dutch', '020', 'damsko', 'scotchandsoda', 'urbanoutfitters']
1812;1812;9624;2017-11-24 21:21;https://instagram.com/p/Bb5CW0RDlJE/;+;2.0;22.0;hetinktatelier;51.7006;5.2864059999999995;Vandaag kwamen de museumdocenten en rondleiders van het @hetnoordbrabantsmuseum een workshop doen bij Het Inkt Atelier. Wat een fijne groep om op bezoek te hebben . Komende week schrijf ik een blogje over deze middag. Hou judithleeft.nl dus in de gaten.        ;22.0;2017-11-24 20:21:11;['noordbrabantsmuseum', 'denbosch', 'shertogenbosch', 'hetinktatelier', 'gruyterfabriek', 'workshop', 'etsen', 'hout']
1813;1813;9625;2017-10-22 14:27;https://instagram.com/p/BajN6R0HvKj/;0;2.0;40.0;corinejansen;51.894047;4.52381;middagje Kuip met vaders.      ;40.0;2017-10-22 12:27:28;['feyajax', 'feyenoord', '010', 'rotterdam', 'dekuip']
1814;1814;9626;2017-01-15 21:39;https://instagram.com/p/BPTHlb5BNbo/;0;1.0;11.0;ewabuiten;;;  ;11.0;2017-01-15 20:39:00;['thenederlands', 'amsterdam', 'amsterdamlightfestival']
1815;1815;9627;2018-04-22 16:38;https://instagram.com/p/Bh4Figol0wN/;0;0.0;12.0;jacqueline_ananya_snelder;51.700001;5.316669999999999; ;12.0;2018-04-22 14:38:07;['maaspoort', 'bloesem']
1816;1816;9630;2017-08-18 18:54;https://instagram.com/p/BX8UzarFuH7/;0;0.0;35.0;ronaldspeijerstudioontour;52.083302;4.3167;shot tennis legend Billly Jean King during a tennistournament in 1978.                   @flair_bw @bnw_captures          ;35.0;2017-08-18 16:54:31;['Dutchphotographer', 'dutch', 'netherlands', 'thenetherlands', 'holland', 'pictureoftheday', 'canon', 'canonnederland', 'tennis', 'tennislife', 'sport', 'sportsphotography', 'sportsphotographer', 'momochrome', 'blackandwhitephotography', 'instablackandwhite', 'blackandwhiteart', 'blackandwhite_perfection', 'blackandwhiteisworththefight', 'bnw_life', 'bnwmood', 'bnwmood', 'billyjeanking', 'billyjeankingtenniscenter', 'history', 'historygram', 'thehague', 'thisisthehague']
1817;1817;9631;2017-09-07 12:29;https://instagram.com/p/BYvIpDJFPfz/;+;1.0;57.0;rtvdrenthe;;;Bij hoge uitzondering mocht Loes varen op de Drentsche Aa en het was geweldig! Ze zag een bever, prachtige natuur en ze heeft genoten van de rust. Wie nu denkt dat ze zich de hele tocht heeft laten duwen of trekken heeft het mis. Wil je het bewijs zien? Kijk dan aanstaande zaterdag naar ROEG! (@roegtv) op TV Drenthe.         ;57.0;2017-09-07 10:29:31;['rtvdrenthe', 'roeg', 'roegfoto', 'instanature', 'naturegram', 'drentscheaa', 'varen', 'staatsbosbeheer', 'drenthe']
1818;1818;9632;2017-08-06 21:42;https://instagram.com/p/BXdugroggLU/;0;2.0;6.0;cgdvangeleen;52.340939;5.26957;Having fun with my buddy.    ;6.0;2017-08-06 19:42:42;['Humanitas', 'Klimbos', 'Almere']
1819;1819;9633;2017-10-04 12:25;https://instagram.com/p/BZ0pp-kg4OA/;0;0.0;61.0;bas2cv;52.227309999999996;5.9158669999999995;OEFENING Brandweer Apeldoorn in samenwerking met @dejulianatoren  ;61.0;2017-10-04 10:25:36;['brandweer', 'brandweerapeldoorn', 'apeldoorn', 'fda', 'fire', 'firemen', 'firetruck', 'truck', 'meerroodopstraat', 'apeldoorn', 'brandweerapeldoorn', 'ts', 'tankauto', 'fireman', 'firedept', 'city', 'brandweer', '7732', '7750', 'skyworker', 'tower', '7730', 'gasopdielolly', 'Cploeg']
1820;1820;9634;2018-01-29 22:14;https://instagram.com/p/BejE8zQlbpH/;0;1.0;35.0;just.me2105;50.849998;5.6833300000000015;City Maastricht.. 2017 . .       ;35.0;2018-01-29 21:14:44;['madebyme', 'blackandwhitephotography', 'blackandwhite', 'city', 'maastricht', 'photocity', 'freephotography']
1821;1821;9635;2017-12-22 20:30;https://instagram.com/p/BdBC1gqHCym/;0;2.0;64.0;travelling15;51.516701;5.316669999999999;Dal van Beerze                     ;64.0;2017-12-22 19:30:42;['natuur', 'oirschot', 'dalvanbeerze', 'hangbrug', 'wandelaars', 'mistig', 'hetweer', 'noordbrabant', 'wandelroute', 'beekjes', 'natuurgebied', 'natuurmonumenten', 'nature', 'naturewalks', 'naturephoto', 'naturalenvironment', 'naturepics', 'oirschot', 'goplaces', 'natureisawesome']
1822;1822;9636;2017-12-03 15:12;https://instagram.com/p/BcPjQ1gjEjE/;+;1.0;23.0;valentijnlaren.nl;;;Zo, de glühwein staat op! Hartelijk welkom op deze koude druilerige zondag!         kraanbaan                     ;23.0;2017-12-03 14:12:01;['gluhwein', 'koopzondag', 'candles', 'art', 'artwork', 'kunst', 'kunstwerk', 'laren', 'de', 'atelier', 'artist', 'acrylic', 'painting', 'portret', 'kunstenaar', 'kunstweek', 'valentijn', 'valentino', 'fotografie', 'photography', 'sculpture', 'composition', 'newartist', 'beautiful', 'creative', 'studio', 'ilaren', 'tgooi', 'gooi']
1823;1823;9637;2018-01-10 13:16;https://instagram.com/p/BdxMS1KhNeS/;0;1.0;55.0;grapellidancestudios;52.632670999999995;4.7508300000000006;DANS MEE VOOR HET GOEDE DOEL!! STIJNVSJOWELLINO INCLUSIEF MEET&GREET!! Workshops zondag 28 januari 2018 • 15,- euro voor members • 20,- euro voor niet members • het goede doel • stichting Alzheimer Nederland !!         ;55.0;2018-01-10 12:16:53;['welovetoinspireyou', 'choosehappiness', 'entertainment', 'charity', 'grapèllidancestudios', 'schoolofperformingarts', 'alkmaar', 'nederland', 'buildabiggertablenotahigherfence']
1824;1824;9640;2017-07-31 08:31;https://instagram.com/p/BXM3MSEgab2/;0;2.0;55.0;peepspace;52.278847;4.749823;Peep Space examines Amsterdam’s last peep show before it disappears. The Sex Palace currently provides human tailored spaces from where the audience perceives a performance from the perspective of a voyeur/exhibitionist. The extent to which the experience is more voyeuristic or exhibitionistic, depends on distances (to each other) and measurements (of spaces and windows) given in the different stages. Also the amount of people involved and how they interact should be taken into account. Although the peep show is about to disappear, our fetish with seeing and being seen is transforming life into a reality show.  Peep Space (for now) focuses on defining the spatial conditions that turn exhibitionism and voyeurism into architectural function. This enables us to repeat them. At first in a digital environment. This online platform offers a virtual version of the voyeuristic and exhibitionist experience in the Sex Palace and puts it into context of the visual research.                         ?        ;55.0;2017-07-31 06:31:28;['EXHIBITIONism', 'voyeurism', 'peepshow', 'window', 'voyeur', 'lust', 'fetish', 'imagination', 'infographic', 'experience', 'erotica', 'black', 'graphic', 'magisch', 'noir', 'redlightdistrict', 'amsterdam', 'PEEPspace', 'mixedmedia', 'cutandpaste', 'reality', 'illustration', 'bondage', 'contemporaryart', 'queerart', 'nymphomaniac', 'neufert', 'distance', 'measurements']
1825;1825;9641;2017-02-23 08:30;https://instagram.com/p/BQ2ITcNhc8m/;0;1.0;28.0;hedixandbulgur;;;   ;28.0;2017-02-23 07:30:06;['goodmorningpost', 'nl', 'vrienschap', 'amersfoort']
1826;1826;9642;2017-08-16 17:38;https://instagram.com/p/BX3CiOKBTGX/;0;1.0;42.0;voscars;51.43586;5.49512;VosCars treatment for this  S5!             ;42.0;2017-08-16 15:38:41;['Audi', 'audis5', 'audigramm', 'audizine', 'voscars', 'eindhoven', 'hamiltonautomobielen', 'detailersunite', 'detailersofig', 'detailers', 'kenotek', 'allcoskenotek', 'detailersofinstagram', 'carsandcoffee']
1827;1827;9643;2017-09-02 00:25;https://instagram.com/p/BYg9wWUBhy-/;+;0.0;11.0;dennisvanmiddendorp;52.007103;5.898371;Hou je van spinnen? Dit is wel een hele mooie!  Gespot @burgerszoo     ;11.0;2017-09-01 22:25:02;['arnhem', 'netherlands', 'spin', 'spider', 'creepy']
1828;1828;9644;2017-12-09 19:58;https://instagram.com/p/BcfgxqmAh04/;0;0.0;45.0;lievelous;;;    ;45.0;2017-12-09 18:58:08;['winter', 'sneeuw', 'apeldoorn', 'nederland', 'eglantier']
1829;1829;9646;2017-12-07 21:50;https://instagram.com/p/BcakGclAyZC/;+;0.0;15.0;morty88nl;;;Avondje Scheveningen     ;15.0;2017-12-07 20:50:59;['gezellig', 'veelvlees', 'nogmeervlees', 'rodizio', 'kurhaus']
1830;1830;9647;2017-07-14 16:02;https://instagram.com/p/BWh5TYHhQkV/;0;0.0;3.0;benroswaxing;;;Voor de hele afbeelding kijk dan op onze pagina.           ;3.0;2017-07-14 14:02:34;['bodycare', 'afterwaxcare', 'care', 'organic', 'benroswaxing', 'waxologist', 'spijkenisse', 'waxen', 'favourits', 'metime']
1831;1831;9649;2017-10-10 09:11;https://instagram.com/p/BaDwKDXhFB4/;0;20.0;346.0;willylippens;;;Terneuzen (Netherlands)                               ;346.0;2017-10-10 07:11:01;['totalbnw_shotz', 'bnw_demand', 'bnw_rose', 'bnw_fanatics', 'love_bnw', 'art', 'bnw_lightandshadow', 'fineart_photography', 'master_in_bnw', 'bnw_planet_2017', 'bnw_instg', 'viralshotbw', 'bnw_creatives', 'top_bnw', 'bnw_artistic', 'ig_global_bw', 'artofvisuals', 'surreal', 'blancnoir2', 'bnw_lombardia', 'bnw_greatshots', 'bnwsouls', 'ndmagazine', 'bnwbest', 'terneuzen']
1832;1832;9650;2017-02-05 21:43;https://instagram.com/p/BQJM2KFAS6n/;0;6.0;34.0;beeldschrift;52.116699;4.7666699999999995;Waterig zonnetje in de afgelopen herfst            ;34.0;2017-02-05 20:43:58;['natuur', 'nieuwkoop', 'nieuwkoopseplassen', 'meije', 'mist', 'natuurfotografie', 'buitenisheerlijk', 'nature', 'netherlands', 'zuidholland', 'fog', 'tinylittlebitofsun']
